system,type,frame,time_ps,selected_resids,volume_A3
CRYO-3,CRYO,0,0.0,"555,368,373,551,674,600",1125.6189271554272
CRYO-3,CRYO,1,1000.0,"555,368,373,551,674,600",1162.921880636601
CRYO-3,CRYO,2,2000.0,"555,368,373,551,674,600",1147.72013739464
CRYO-3,CRYO,3,3000.0,"555,368,373,551,674,600",1167.926793526406
CRYO-3,CRYO,4,4000.0,"555,368,373,551,674,600",1137.0662790971
CRYO-3,CRYO,5,5000.0,"555,368,373,551,674,600",1100.1273169519482
CRYO-3,CRYO,6,6000.0,"555,368,373,551,674,600",1203.6473601348948
CRYO-3,CRYO,7,7000.0,"555,368,373,551,674,600",1269.736089442443
CRYO-3,CRYO,8,8000.0,"555,368,373,551,674,600",1175.139652128328
CRYO-3,CRYO,9,9000.0,"555,368,373,551,674,600",1223.068341087958
CRYO-3,CRYO,10,10000.0,"555,368,373,551,674,600",1191.7175393110617
CRYO-3,CRYO,11,11000.0,"555,368,373,551,674,600",1212.0272724759584
CRYO-3,CRYO,12,12000.0,"555,368,373,551,674,600",1184.4893520765143
CRYO-3,CRYO,13,13000.0,"555,368,373,551,674,600",1196.8814297296283
CRYO-3,CRYO,14,14000.0,"555,368,373,551,674,600",1223.8502633069756
CRYO-3,CRYO,15,15000.0,"555,368,373,551,674,600",1228.3001353519503
CRYO-3,CRYO,16,16000.0,"555,368,373,551,674,600",1225.529088641542
CRYO-3,CRYO,17,17000.0,"555,368,373,551,674,600",1279.5443521896889
CRYO-3,CRYO,18,18000.0,"555,368,373,551,674,600",1213.3663644266885
CRYO-3,CRYO,19,19000.0,"555,368,373,551,674,600",1288.673842638479
CRYO-3,CRYO,20,20000.0,"555,368,373,551,674,600",1215.2733247082126
CRYO-3,CRYO,21,21000.0,"555,368,373,551,674,600",1193.3970919874685
CRYO-3,CRYO,22,22000.0,"555,368,373,551,674,600",1288.4164402412266
CRYO-3,CRYO,23,23000.0,"555,368,373,551,674,600",1233.0420161064114
CRYO-3,CRYO,24,24000.0,"555,368,373,551,674,600",1271.4741502391716
CRYO-3,CRYO,25,25000.0,"555,368,373,551,674,600",1211.1117181858438
CRYO-3,CRYO,26,26000.0,"555,368,373,551,674,600",1301.9158573821303
CRYO-3,CRYO,27,27000.0,"555,368,373,551,674,600",1293.6891902575776
CRYO-3,CRYO,28,28000.0,"555,368,373,551,674,600",1290.2140164104737
CRYO-3,CRYO,29,29000.0,"555,368,373,551,674,600",1331.3156930163357
CRYO-3,CRYO,30,30000.0,"555,368,373,551,674,600",1326.8997094733966
CRYO-3,CRYO,31,31000.0,"555,368,373,551,674,600",1289.8226468811938
CRYO-3,CRYO,32,32000.0,"555,368,373,551,674,600",1356.149501999514
CRYO-3,CRYO,33,33000.0,"555,368,373,551,674,600",1240.5300486206518
CRYO-3,CRYO,34,34000.0,"555,368,373,551,674,600",1301.9044205777873
