system,type,frame,time_ps,selected_resids,volume_A3
ATP-3,ATP,0,0.0,"555,368,373,551,674,600",1125.6191872521697
ATP-3,ATP,1,1000.0,"555,368,373,551,674,600",1129.0917949829625
ATP-3,ATP,2,2000.0,"555,368,373,551,674,600",1164.0303764573973
ATP-3,ATP,3,3000.0,"555,368,373,551,674,600",1153.9981601159654
ATP-3,ATP,4,4000.0,"555,368,373,551,674,600",1213.8640507025714
ATP-3,ATP,5,5000.0,"555,368,373,551,674,600",1209.3522288389413
ATP-3,ATP,6,6000.0,"555,368,373,551,674,600",1142.8364263272606
ATP-3,ATP,7,7000.0,"555,368,373,551,674,600",1139.5511146033618
ATP-3,ATP,8,8000.0,"555,368,373,551,674,600",1129.309259943195
ATP-3,ATP,9,9000.0,"555,368,373,551,674,600",1152.6657586974477
ATP-3,ATP,10,10000.0,"555,368,373,551,674,600",1210.8636870094822
ATP-3,ATP,11,11000.0,"555,368,373,551,674,600",1161.973545873211
ATP-3,ATP,12,12000.0,"555,368,373,551,674,600",1181.2742912793037
ATP-3,ATP,13,13000.0,"555,368,373,551,674,600",1252.8999487504789
ATP-3,ATP,14,14000.0,"555,368,373,551,674,600",1215.352095764103
ATP-3,ATP,15,15000.0,"555,368,373,551,674,600",1133.0147281844525
ATP-3,ATP,16,16000.0,"555,368,373,551,674,600",1189.5140532267396
ATP-3,ATP,17,17000.0,"555,368,373,551,674,600",1158.2841019582831
ATP-3,ATP,18,18000.0,"555,368,373,551,674,600",1209.0850313650874
ATP-3,ATP,19,19000.0,"555,368,373,551,674,600",1195.8573081359607
ATP-3,ATP,20,20000.0,"555,368,373,551,674,600",1165.1642738318392
ATP-3,ATP,21,21000.0,"555,368,373,551,674,600",1130.6308973029527
ATP-3,ATP,22,22000.0,"555,368,373,551,674,600",1130.2800294888889
ATP-3,ATP,23,23000.0,"555,368,373,551,674,600",1196.3149355994492
ATP-3,ATP,24,24000.0,"555,368,373,551,674,600",1188.8685458948555
ATP-3,ATP,25,25000.0,"555,368,373,551,674,600",1180.4931145366436
ATP-3,ATP,26,26000.0,"555,368,373,551,674,600",1109.783142022906
ATP-3,ATP,27,27000.0,"555,368,373,551,674,600",1170.8794875685999
ATP-3,ATP,28,28000.0,"555,368,373,551,674,600",1158.6058682206992
ATP-3,ATP,29,29000.0,"555,368,373,551,674,600",1132.6389894857914
ATP-3,ATP,30,30000.0,"555,368,373,551,674,600",1192.0215769166193
ATP-3,ATP,31,31000.0,"555,368,373,551,674,600",1218.1376552771012
ATP-3,ATP,32,32000.0,"555,368,373,551,674,600",1141.6854981807437
ATP-3,ATP,33,33000.0,"555,368,373,551,674,600",1146.9018347923259
ATP-3,ATP,34,34000.0,"555,368,373,551,674,600",1177.3171769456246
ATP-3,ATP,35,35000.0,"555,368,373,551,674,600",1189.7186138408088
ATP-3,ATP,36,36000.0,"555,368,373,551,674,600",1194.552727103798
ATP-3,ATP,37,37000.0,"555,368,373,551,674,600",1182.7273313626752
ATP-3,ATP,38,38000.0,"555,368,373,551,674,600",1161.3742866339728
ATP-3,ATP,39,39000.0,"555,368,373,551,674,600",1255.0537533728711
ATP-3,ATP,40,40000.0,"555,368,373,551,674,600",1235.1477545152727
ATP-3,ATP,41,41000.0,"555,368,373,551,674,600",1212.9260797400648
ATP-3,ATP,42,42000.0,"555,368,373,551,674,600",1175.0522439827794
ATP-3,ATP,43,43000.0,"555,368,373,551,674,600",1176.2147315699474
ATP-3,ATP,44,44000.0,"555,368,373,551,674,600",1222.1460121129105
ATP-3,ATP,45,45000.0,"555,368,373,551,674,600",1187.0283536714596
ATP-3,ATP,46,46000.0,"555,368,373,551,674,600",1183.2990642588966
ATP-3,ATP,47,47000.0,"555,368,373,551,674,600",1232.6023168747881
ATP-3,ATP,48,48000.0,"555,368,373,551,674,600",1201.9597604059738
ATP-3,ATP,49,49000.0,"555,368,373,551,674,600",1291.4066074627476
ATP-3,ATP,50,50000.0,"555,368,373,551,674,600",1229.76888483556
ATP-3,ATP,51,51000.0,"555,368,373,551,674,600",1193.6903188543183
ATP-3,ATP,52,52000.0,"555,368,373,551,674,600",1227.18029188657
ATP-3,ATP,53,53000.0,"555,368,373,551,674,600",1197.9346593513765
ATP-3,ATP,54,54000.0,"555,368,373,551,674,600",1207.8371077094714
ATP-3,ATP,55,55000.0,"555,368,373,551,674,600",1255.2546548675066
ATP-3,ATP,56,56000.0,"555,368,373,551,674,600",1294.6011540527388
ATP-3,ATP,57,57000.0,"555,368,373,551,674,600",1298.170270981573
ATP-3,ATP,58,58000.0,"555,368,373,551,674,600",1264.6517264973977
ATP-3,ATP,59,59000.0,"555,368,373,551,674,600",1314.321040146828
ATP-3,ATP,60,60000.0,"555,368,373,551,674,600",1299.5353012152211
ATP-3,ATP,61,61000.0,"555,368,373,551,674,600",1228.196738597257
ATP-3,ATP,62,62000.0,"555,368,373,551,674,600",1262.204572169015
ATP-3,ATP,63,63000.0,"555,368,373,551,674,600",1268.9950948896922
ATP-3,ATP,64,64000.0,"555,368,373,551,674,600",1314.819244214924
ATP-3,ATP,65,65000.0,"555,368,373,551,674,600",1272.8021697174415
ATP-3,ATP,66,66000.0,"555,368,373,551,674,600",1264.4576847343594
ATP-3,ATP,67,67000.0,"555,368,373,551,674,600",1239.4406416957893
ATP-3,ATP,68,68000.0,"555,368,373,551,674,600",1251.98496771981
ATP-3,ATP,69,69000.0,"555,368,373,551,674,600",1255.1948728895975
ATP-3,ATP,70,70000.0,"555,368,373,551,674,600",1263.2068327631937
ATP-3,ATP,71,71000.0,"555,368,373,551,674,600",1301.6969885999895
ATP-3,ATP,72,72000.0,"555,368,373,551,674,600",1252.8702121866427
ATP-3,ATP,73,73000.0,"555,368,373,551,674,600",1238.4952698094787
ATP-3,ATP,74,74000.0,"555,368,373,551,674,600",1283.357248923322
ATP-3,ATP,75,75000.0,"555,368,373,551,674,600",1251.5478330326625
ATP-3,ATP,76,76000.0,"555,368,373,551,674,600",1306.4825306350474
ATP-3,ATP,77,77000.0,"555,368,373,551,674,600",1343.4795093997034
ATP-3,ATP,78,78000.0,"555,368,373,551,674,600",1263.7261375162568
ATP-3,ATP,79,79000.0,"555,368,373,551,674,600",1258.651478586961
ATP-3,ATP,80,80000.0,"555,368,373,551,674,600",1281.9256095009023
ATP-3,ATP,81,81000.0,"555,368,373,551,674,600",1318.3994136704644
ATP-3,ATP,82,82000.0,"555,368,373,551,674,600",1301.817256086764
ATP-3,ATP,83,83000.0,"555,368,373,551,674,600",1280.0167280763644
ATP-3,ATP,84,84000.0,"555,368,373,551,674,600",1334.2661336590677
ATP-3,ATP,85,85000.0,"555,368,373,551,674,600",1311.5842088033
ATP-3,ATP,86,86000.0,"555,368,373,551,674,600",1317.5512322003822
ATP-3,ATP,87,87000.0,"555,368,373,551,674,600",1310.1373452991938
ATP-3,ATP,88,88000.0,"555,368,373,551,674,600",1285.4048919837953
ATP-3,ATP,89,89000.0,"555,368,373,551,674,600",1279.4608376639871
ATP-3,ATP,90,90000.0,"555,368,373,551,674,600",1296.1707199848577
