system,type,frame,time_ps,selected_resids,volume_A3
CRYO-5,CRYO,0,0.0,"555,368,373,551,674,600",1125.6189271554272
CRYO-5,CRYO,1,1000.0,"555,368,373,551,674,600",1175.4227184428137
CRYO-5,CRYO,2,2000.0,"555,368,373,551,674,600",1120.7555378135241
CRYO-5,CRYO,3,3000.0,"555,368,373,551,674,600",1144.5016893326165
CRYO-5,CRYO,4,4000.0,"555,368,373,551,674,600",1152.3398675708445
CRYO-5,CRYO,5,5000.0,"555,368,373,551,674,600",1151.9233498931449
CRYO-5,CRYO,6,6000.0,"555,368,373,551,674,600",1151.5919208908551
CRYO-5,CRYO,7,7000.0,"555,368,373,551,674,600",1236.3790117133296
CRYO-5,CRYO,8,8000.0,"555,368,373,551,674,600",1253.5092670679905
CRYO-5,CRYO,9,9000.0,"555,368,373,551,674,600",1249.158947367253
CRYO-5,CRYO,10,10000.0,"555,368,373,551,674,600",1222.6764045536543
CRYO-5,CRYO,11,11000.0,"555,368,373,551,674,600",1264.2417960808878
CRYO-5,CRYO,12,12000.0,"555,368,373,551,674,600",1171.8583642131327
CRYO-5,CRYO,13,13000.0,"555,368,373,551,674,600",1206.4930890985122
CRYO-5,CRYO,14,14000.0,"555,368,373,551,674,600",1218.0044403893232
CRYO-5,CRYO,15,15000.0,"555,368,373,551,674,600",1236.3042298956295
CRYO-5,CRYO,16,16000.0,"555,368,373,551,674,600",1227.1663443029363
CRYO-5,CRYO,17,17000.0,"555,368,373,551,674,600",1170.122894175156
CRYO-5,CRYO,18,18000.0,"555,368,373,551,674,600",1225.8177677919002
CRYO-5,CRYO,19,19000.0,"555,368,373,551,674,600",1269.5067656834653
CRYO-5,CRYO,20,20000.0,"555,368,373,551,674,600",1272.1313509862957
CRYO-5,CRYO,21,21000.0,"555,368,373,551,674,600",1238.6530247543553
CRYO-5,CRYO,22,22000.0,"555,368,373,551,674,600",1231.4350467938045
CRYO-5,CRYO,23,23000.0,"555,368,373,551,674,600",1217.4058494193962
CRYO-5,CRYO,24,24000.0,"555,368,373,551,674,600",1253.1457267777105
CRYO-5,CRYO,25,25000.0,"555,368,373,551,674,600",1208.2659659297742
CRYO-5,CRYO,26,26000.0,"555,368,373,551,674,600",1254.1201650019207
CRYO-5,CRYO,27,27000.0,"555,368,373,551,674,600",1267.348635020652
CRYO-5,CRYO,28,28000.0,"555,368,373,551,674,600",1193.9553087227487
CRYO-5,CRYO,29,29000.0,"555,368,373,551,674,600",1260.5956111874734
CRYO-5,CRYO,30,30000.0,"555,368,373,551,674,600",1191.9326710512078
CRYO-5,CRYO,31,31000.0,"555,368,373,551,674,600",1187.944439269846
CRYO-5,CRYO,32,32000.0,"555,368,373,551,674,600",1122.073273686514
CRYO-5,CRYO,33,33000.0,"555,368,373,551,674,600",1134.3094075987553
CRYO-5,CRYO,34,34000.0,"555,368,373,551,674,600",1267.810853512707
CRYO-5,CRYO,35,35000.0,"555,368,373,551,674,600",1201.75079767075
CRYO-5,CRYO,36,36000.0,"555,368,373,551,674,600",1187.4480050526406
CRYO-5,CRYO,37,37000.0,"555,368,373,551,674,600",1205.1571170032205
CRYO-5,CRYO,38,38000.0,"555,368,373,551,674,600",1173.183644550558
CRYO-5,CRYO,39,39000.0,"555,368,373,551,674,600",1162.5930942769
CRYO-5,CRYO,40,40000.0,"555,368,373,551,674,600",1217.6089734365835
