system,type,frame,time_ps,selected_resids,volume_A3
CRYO-4,CRYO,0,0.0,"555,368,373,551,674,600",1125.6194527457078
CRYO-4,CRYO,1,1000.0,"555,368,373,551,674,600",1135.3683661978403
CRYO-4,CRYO,2,2000.0,"555,368,373,551,674,600",1139.3937844950885
CRYO-4,CRYO,3,3000.0,"555,368,373,551,674,600",1141.5090059537913
CRYO-4,CRYO,4,4000.0,"555,368,373,551,674,600",1177.7678053928926
CRYO-4,CRYO,5,5000.0,"555,368,373,551,674,600",1125.831376627679
CRYO-4,CRYO,6,6000.0,"555,368,373,551,674,600",1098.8896158679245
CRYO-4,CRYO,7,7000.0,"555,368,373,551,674,600",1254.832591962926
CRYO-4,CRYO,8,8000.0,"555,368,373,551,674,600",1247.5223679947562
CRYO-4,CRYO,9,9000.0,"555,368,373,551,674,600",1223.5811293195118
CRYO-4,CRYO,10,10000.0,"555,368,373,551,674,600",1254.0782911015099
CRYO-4,CRYO,11,11000.0,"555,368,373,551,674,600",1201.651220617176
CRYO-4,CRYO,12,12000.0,"555,368,373,551,674,600",1239.1549446620777
CRYO-4,CRYO,13,13000.0,"555,368,373,551,674,600",1248.635729030621
CRYO-4,CRYO,14,14000.0,"555,368,373,551,674,600",1314.2582429508418
CRYO-4,CRYO,15,15000.0,"555,368,373,551,674,600",1262.957840294227
CRYO-4,CRYO,16,16000.0,"555,368,373,551,674,600",1248.7418544856935
CRYO-4,CRYO,17,17000.0,"555,368,373,551,674,600",1246.9438031261896
CRYO-4,CRYO,18,18000.0,"555,368,373,551,674,600",1310.1619023475937
CRYO-4,CRYO,19,19000.0,"555,368,373,551,674,600",1201.8833663772075
CRYO-4,CRYO,20,20000.0,"555,368,373,551,674,600",1273.5457666969992
CRYO-4,CRYO,21,21000.0,"555,368,373,551,674,600",1192.138678981246
CRYO-4,CRYO,22,22000.0,"555,368,373,551,674,600",1230.1358659713767
CRYO-4,CRYO,23,23000.0,"555,368,373,551,674,600",1213.598192060548
CRYO-4,CRYO,24,24000.0,"555,368,373,551,674,600",1219.2859551335082
CRYO-4,CRYO,25,25000.0,"555,368,373,551,674,600",1258.1317773952123
CRYO-4,CRYO,26,26000.0,"555,368,373,551,674,600",1195.1195759264526
