system,type,frame,time_ps,selected_resids,volume_A3
CRYO-2,CRYO,0,0.0,"555,368,373,551,674,600",1125.6189271554272
CRYO-2,CRYO,1,1000.0,"555,368,373,551,674,600",1138.0466948296294
CRYO-2,CRYO,2,2000.0,"555,368,373,551,674,600",1079.725102570102
CRYO-2,CRYO,3,3000.0,"555,368,373,551,674,600",1120.779060383163
CRYO-2,CRYO,4,4000.0,"555,368,373,551,674,600",1127.9425896159385
CRYO-2,CRYO,5,5000.0,"555,368,373,551,674,600",1094.3953847054952
CRYO-2,CRYO,6,6000.0,"555,368,373,551,674,600",1149.4710233355902
CRYO-2,CRYO,7,7000.0,"555,368,373,551,674,600",1219.0487089863484
CRYO-2,CRYO,8,8000.0,"555,368,373,551,674,600",1226.7072594327756
CRYO-2,CRYO,9,9000.0,"555,368,373,551,674,600",1285.7289062350885
CRYO-2,CRYO,10,10000.0,"555,368,373,551,674,600",1268.8917467100823
CRYO-2,CRYO,11,11000.0,"555,368,373,551,674,600",1238.2265375937575
CRYO-2,CRYO,12,12000.0,"555,368,373,551,674,600",1286.3004720438946
CRYO-2,CRYO,13,13000.0,"555,368,373,551,674,600",1294.2978198756605
CRYO-2,CRYO,14,14000.0,"555,368,373,551,674,600",1227.5049836662338
CRYO-2,CRYO,15,15000.0,"555,368,373,551,674,600",1255.2606402946938
CRYO-2,CRYO,16,16000.0,"555,368,373,551,674,600",1274.5154887460026
CRYO-2,CRYO,17,17000.0,"555,368,373,551,674,600",1237.3091712963956
CRYO-2,CRYO,18,18000.0,"555,368,373,551,674,600",1240.6182555627659
CRYO-2,CRYO,19,19000.0,"555,368,373,551,674,600",1262.8705811656675
CRYO-2,CRYO,20,20000.0,"555,368,373,551,674,600",1275.0057696357305
CRYO-2,CRYO,21,21000.0,"555,368,373,551,674,600",1238.2185272452818
CRYO-2,CRYO,22,22000.0,"555,368,373,551,674,600",1241.847080211774
CRYO-2,CRYO,23,23000.0,"555,368,373,551,674,600",1283.8913306499792
CRYO-2,CRYO,24,24000.0,"555,368,373,551,674,600",1296.7961676407722
CRYO-2,CRYO,25,25000.0,"555,368,373,551,674,600",1255.577693350539
CRYO-2,CRYO,26,26000.0,"555,368,373,551,674,600",1267.2754646926198
CRYO-2,CRYO,27,27000.0,"555,368,373,551,674,600",1236.2304285173348
CRYO-2,CRYO,28,28000.0,"555,368,373,551,674,600",1221.2506366232235
CRYO-2,CRYO,29,29000.0,"555,368,373,551,674,600",1217.2373594779056
CRYO-2,CRYO,30,30000.0,"555,368,373,551,674,600",1265.8058610138592
CRYO-2,CRYO,31,31000.0,"555,368,373,551,674,600",1317.5998655889211
CRYO-2,CRYO,32,32000.0,"555,368,373,551,674,600",1266.2126811243825
CRYO-2,CRYO,33,33000.0,"555,368,373,551,674,600",1252.8700525642903
CRYO-2,CRYO,34,34000.0,"555,368,373,551,674,600",1287.0459478287235
CRYO-2,CRYO,35,35000.0,"555,368,373,551,674,600",1277.6763794385015
CRYO-2,CRYO,36,36000.0,"555,368,373,551,674,600",1297.9454616018086
CRYO-2,CRYO,37,37000.0,"555,368,373,551,674,600",1210.7162119251789
CRYO-2,CRYO,38,38000.0,"555,368,373,551,674,600",1184.3527360696633
CRYO-2,CRYO,39,39000.0,"555,368,373,551,674,600",1250.4379244051984
CRYO-2,CRYO,40,40000.0,"555,368,373,551,674,600",1237.7197700559748
CRYO-2,CRYO,41,41000.0,"555,368,373,551,674,600",1205.8736101333102
CRYO-2,CRYO,42,42000.0,"555,368,373,551,674,600",1278.8192973662826
